7859000|./out/14TOC-3676.csv|KIRKHAM ST|21ST AVE|22ND AVE|LINESTRING (-122.47900537065523 37.75973742249408, -122.48007566958097 37.759690271439176)
7860000|./out/14TOC-3676.csv|KIRKHAM ST|22ND AVE|23RD AVE|LINESTRING (-122.48007566958097 37.759690271439176, -122.48114752391186 37.75964304213981)
7861000|./out/14TOC-3676.csv|KIRKHAM ST|23RD AVE|24TH AVE|LINESTRING (-122.48114752391186 37.75964304213981, -122.48222116265117 37.759595723492154)
7862000|./out/14TOC-3676.csv|KIRKHAM ST|24TH AVE|25TH AVE|LINESTRING (-122.48222116265117 37.759595723492154, -122.48329213327122 37.75954851384124)
7863000|./out/14TOC-3676.csv|KIRKHAM ST|25TH AVE|26TH AVE|LINESTRING (-122.48329213327122 37.75954851384124, -122.48436517174542 37.7595012019422)
7864000|./out/14TOC-3676.csv|KIRKHAM ST|26TH AVE|27TH AVE|LINESTRING (-122.48436517174542 37.7595012019422, -122.48543735396974 37.759453919009374)
7865000|./out/14TOC-3676.csv|KIRKHAM ST|27TH AVE|28TH AVE|LINESTRING (-122.48543735396974 37.759453919009374, -122.48651164034828 37.75940653315664)
7866000|./out/14TOC-3676.csv|KIRKHAM ST|28TH AVE|29TH AVE|LINESTRING (-122.48651164034828 37.75940653315664, -122.48757950106325 37.75935942069151)
|./out/14TOC-3676.csv|LAWTON ST|19TH AVE|Intersection|
|./out/14TOC-3676.csv|LAWTON ST|20TH AVE|Intersection|
|./out/14TOC-3676.csv|LAWTON ST|21ST AVE|Intersection|
8198000|./out/14TOC-3676.csv|LAWTON ST|18TH AVE|19TH AVE|LINESTRING (-122.47566586500963 37.75801377547703, -122.47668417716356 37.7579689817622)
8199000|./out/14TOC-3676.csv|LAWTON ST|19TH AVE|20TH AVE|LINESTRING (-122.47668417716356 37.7579689817622, -122.47780711553985 37.75791957471202)
|./out/14TOC-3676.csv|MORAGA ST|20TH AVE|Intersection|
|./out/14TOC-3676.csv|MORAGA ST|21ST AVE|Intersection|
10856000|./out/14TOC-3676.csv|QUINTARA ST|20TH AVE|21ST AVE|LINESTRING (-122.47715359622605 37.74859811008424, -122.47822416072836 37.74855090373323)
10857000|./out/14TOC-3676.csv|QUINTARA ST|21ST AVE|22ND AVE|LINESTRING (-122.47822416072836 37.74855090373323, -122.47929590630737 37.74850363625391)
10858000|./out/14TOC-3676.csv|QUINTARA ST|22ND AVE|23RD AVE|LINESTRING (-122.47929590630737 37.74850363625391, -122.48036841346023 37.7484563245775)
10859000|./out/14TOC-3676.csv|QUINTARA ST|23RD AVE|24TH AVE|LINESTRING (-122.48036841346023 37.7484563245775, -122.48144024357065 37.74840903252682)
10860000|./out/14TOC-3676.csv|QUINTARA ST|24TH AVE|25TH AVE|LINESTRING (-122.48144024357065 37.74840903252682, -122.48251425578353 37.74836163541463)
10861000|./out/14TOC-3676.csv|QUINTARA ST|25TH AVE|26TH AVE|LINESTRING (-122.48251425578353 37.74836163541463, -122.48358178997574 37.7483145132746)
10862000|./out/14TOC-3676.csv|QUINTARA ST|26TH AVE|27TH AVE|LINESTRING (-122.48358178997574 37.7483145132746, -122.48465366591232 37.74826719115925)
10863000|./out/14TOC-3676.csv|QUINTARA ST|27TH AVE|28TH AVE|LINESTRING (-122.48465366591232 37.74826719115925, -122.4857272477462 37.74821978276118)
10864000|./out/14TOC-3676.csv|QUINTARA ST|28TH AVE|29TH AVE|LINESTRING (-122.4857272477462 37.74821978276118, -122.48679318962661 37.74817270245574)
|./out/14TOC-3676.csv|QUINTARA ST|20TH AVE|Intersection|
|./out/14TOC-3676.csv|QUINTARA ST|22ND AVE|Intersection|
|./out/14TOC-3676.csv|QUINTARA ST|21ST AVE|Intersection|
|./out/14TOC-3676.csv|QUINTARA ST|24TH AVE|Intersection|
|./out/14TOC-3676.csv|QUINTARA ST|23RD AVE|Intersection|
|./out/14TOC-3676.csv|QUINTARA ST|25TH AVE|Intersection|
|./out/14TOC-3676.csv|QUINTARA ST|26TH AVE|Intersection|
|./out/14TOC-3676.csv|QUINTARA ST|27TH AVE|Intersection|
|./out/14TOC-3676.csv|QUINTARA ST|28TH AVE|Intersection|
1014000|./out/14TOC-3691.csv|20TH AVE|QUINTARA ST|RIVERA ST|LINESTRING (-122.47715359622605 37.74859811008424, -122.47702389036561 37.74673251752361)
1015000|./out/14TOC-3691.csv|20TH AVE|RIVERA ST|SANTIAGO ST|LINESTRING (-122.47702389036561 37.74673251752361, -122.47689560062307 37.74486944116167)
1016000|./out/14TOC-3691.csv|20TH AVE|SANTIAGO ST|TARAVAL ST|LINESTRING (-122.47689560062307 37.74486944116167, -122.47676459865491 37.7430026326135)
|./out/14TOC-3691.csv|RIVERA ST|20TH AVE|Intersection|
|./out/14TOC-3691.csv|SANTIAGO ST|20TH AVE|Intersection|
1080000|./out/14TOC-3805.csv|21ST AVE|IRVING ST|JUDAH ST|LINESTRING (-122.47926651890837 37.76346741311236, -122.47913615954872 37.76160591534898)
1081000|./out/14TOC-3805.csv|21ST AVE|JUDAH ST|KIRKHAM ST|LINESTRING (-122.47913615954872 37.76160591534898, -122.47900537065523 37.75973742249408)
1082000|./out/14TOC-3805.csv|21ST AVE|KIRKHAM ST|LAWTON ST|LINESTRING (-122.47900537065523 37.75973742249408, -122.47887451703737 37.75787260170708)
1083000|./out/14TOC-3805.csv|21ST AVE|LAWTON ST|MORAGA ST|LINESTRING (-122.47887451703737 37.75787260170708, -122.4787443724361 37.75601365432957)
1084000|./out/14TOC-3805.csv|21ST AVE|MORAGA ST|NORIEGA ST|LINESTRING (-122.4787443724361 37.75601365432957, -122.47861569438031 37.75414576761248)
1085000|./out/14TOC-3805.csv|21ST AVE|NORIEGA ST|ORTEGA ST|LINESTRING (-122.47861569438031 37.75414576761248, -122.47848606104498 37.75228187344441)
1086000|./out/14TOC-3805.csv|21ST AVE|ORTEGA ST|PACHECO ST|LINESTRING (-122.47848606104498 37.75228187344441, -122.47835384448886 37.75041569232989)
1087000|./out/14TOC-3805.csv|21ST AVE|PACHECO ST|QUINTARA ST|LINESTRING (-122.47835384448886 37.75041569232989, -122.47822416072836 37.74855090373323)
1088000|./out/14TOC-3805.csv|21ST AVE|QUINTARA ST|RIVERA ST|LINESTRING (-122.47822416072836 37.74855090373323, -122.47809442535653 37.74668525290018)
1089000|./out/14TOC-3805.csv|21ST AVE|RIVERA ST|SANTIAGO ST|LINESTRING (-122.47809442535653 37.74668525290018, -122.4779668207122 37.744822400060585)
1090000|./out/14TOC-3805.csv|21ST AVE|SANTIAGO ST|TARAVAL ST|LINESTRING (-122.4779668207122 37.744822400060585, -122.47783624307715 37.74295557249851)
|./out/14TOC-3805.csv|JUDAH ST|21ST AVE|Intersection|
|./out/14TOC-3805.csv|KIRKHAM ST|20TH AVE|Intersection|
|./out/14TOC-3805.csv|KIRKHAM ST|21ST AVE|Intersection|
|./out/14TOC-3805.csv|KIRKHAM ST|22ND AVE|Intersection|
|./out/14TOC-3805.csv|KIRKHAM ST|23RD AVE|Intersection|
|./out/14TOC-3805.csv|KIRKHAM ST|24TH AVE|Intersection|
|./out/14TOC-3805.csv|KIRKHAM ST|25TH AVE|Intersection|
|./out/14TOC-3805.csv|KIRKHAM ST|26TH AVE|Intersection|
|./out/14TOC-3805.csv|KIRKHAM ST|27TH AVE|Intersection|
|./out/14TOC-3805.csv|KIRKHAM ST|28TH AVE|Intersection|
7858000|./out/14TOC-3805.csv|KIRKHAM ST|20TH AVE|21ST AVE|LINESTRING (-122.47793668044616 37.75978449355117, -122.47900537065523 37.75973742249408)
7859000|./out/14TOC-3805.csv|KIRKHAM ST|21ST AVE|22ND AVE|LINESTRING (-122.47900537065523 37.75973742249408, -122.48007566958097 37.759690271439176)
7860000|./out/14TOC-3805.csv|KIRKHAM ST|22ND AVE|23RD AVE|LINESTRING (-122.48007566958097 37.759690271439176, -122.48114752391186 37.75964304213981)
7861000|./out/14TOC-3805.csv|KIRKHAM ST|23RD AVE|24TH AVE|LINESTRING (-122.48114752391186 37.75964304213981, -122.48222116265117 37.759595723492154)
7862000|./out/14TOC-3805.csv|KIRKHAM ST|24TH AVE|25TH AVE|LINESTRING (-122.48222116265117 37.759595723492154, -122.48329213327122 37.75954851384124)
7863000|./out/14TOC-3805.csv|KIRKHAM ST|25TH AVE|26TH AVE|LINESTRING (-122.48329213327122 37.75954851384124, -122.48436517174542 37.7595012019422)
7864000|./out/14TOC-3805.csv|KIRKHAM ST|26TH AVE|27TH AVE|LINESTRING (-122.48436517174542 37.7595012019422, -122.48543735396974 37.759453919009374)
7865000|./out/14TOC-3805.csv|KIRKHAM ST|27TH AVE|28TH AVE|LINESTRING (-122.48543735396974 37.759453919009374, -122.48651164034828 37.75940653315664)
7866000|./out/14TOC-3805.csv|KIRKHAM ST|28TH AVE|29TH AVE|LINESTRING (-122.48651164034828 37.75940653315664, -122.48757950106325 37.75935942069151)
|./out/14TOC-3805.csv|LAWTON ST|19TH AVE|Intersection|
|./out/14TOC-3805.csv|LAWTON ST|20TH AVE|Intersection|
|./out/14TOC-3805.csv|LAWTON ST|21ST AVE|Intersection|
8198000|./out/14TOC-3805.csv|LAWTON ST|18TH AVE|19TH AVE|LINESTRING (-122.47566586500963 37.75801377547703, -122.47668417716356 37.7579689817622)
8199000|./out/14TOC-3805.csv|LAWTON ST|19TH AVE|20TH AVE|LINESTRING (-122.47668417716356 37.7579689817622, -122.47780711553985 37.75791957471202)
|./out/14TOC-3805.csv|MORAGA ST|21ST AVE|Intersection|
|./out/14TOC-3805.csv|NORIEGA ST|21ST AVE|Intersection|
|./out/14TOC-3805.csv|ORTEGA ST|21ST AVE|Intersection|
|./out/14TOC-3805.csv|PACHECO ST|21ST AVE|Intersection|
10855000|./out/14TOC-3805.csv|QUINTARA ST|19TH AVE|20TH AVE|LINESTRING (-122.47603309883668 37.74864750755932, -122.47715359622605 37.74859811008424)
10856000|./out/14TOC-3805.csv|QUINTARA ST|20TH AVE|21ST AVE|LINESTRING (-122.47715359622605 37.74859811008424, -122.47822416072836 37.74855090373323)
10857000|./out/14TOC-3805.csv|QUINTARA ST|21ST AVE|22ND AVE|LINESTRING (-122.47822416072836 37.74855090373323, -122.47929590630737 37.74850363625391)
10858000|./out/14TOC-3805.csv|QUINTARA ST|22ND AVE|23RD AVE|LINESTRING (-122.47929590630737 37.74850363625391, -122.48036841346023 37.7484563245775)
10859000|./out/14TOC-3805.csv|QUINTARA ST|23RD AVE|24TH AVE|LINESTRING (-122.48036841346023 37.7484563245775, -122.48144024357065 37.74840903252682)
10860000|./out/14TOC-3805.csv|QUINTARA ST|24TH AVE|25TH AVE|LINESTRING (-122.48144024357065 37.74840903252682, -122.48251425578353 37.74836163541463)
10861000|./out/14TOC-3805.csv|QUINTARA ST|25TH AVE|26TH AVE|LINESTRING (-122.48251425578353 37.74836163541463, -122.48358178997574 37.7483145132746)
10862000|./out/14TOC-3805.csv|QUINTARA ST|26TH AVE|27TH AVE|LINESTRING (-122.48358178997574 37.7483145132746, -122.48465366591232 37.74826719115925)
10863000|./out/14TOC-3805.csv|QUINTARA ST|27TH AVE|28TH AVE|LINESTRING (-122.48465366591232 37.74826719115925, -122.4857272477462 37.74821978276118)
|./out/14TOC-3805.csv|QUINTARA ST|20TH AVE|Intersection|
|./out/14TOC-3805.csv|QUINTARA ST|22ND AVE|Intersection|
|./out/14TOC-3805.csv|QUINTARA ST|21ST AVE|Intersection|
|./out/14TOC-3805.csv|QUINTARA ST|24TH AVE|Intersection|
|./out/14TOC-3805.csv|QUINTARA ST|23RD AVE|Intersection|
|./out/14TOC-3805.csv|QUINTARA ST|25TH AVE|Intersection|
|./out/14TOC-3805.csv|QUINTARA ST|26TH AVE|Intersection|
|./out/14TOC-3805.csv|QUINTARA ST|27TH AVE|Intersection|
|./out/14TOC-3805.csv|QUINTARA ST|28TH AVE|Intersection|
|./out/14TOC-3805.csv|RIVERA ST|21ST AVE|Intersection|
|./out/14TOC-3805.csv|SANTIAGO ST|21ST AVE|Intersection|
1005000|./out/14TOC-3808.csv|20TH AVE|LINCOLN WAY|IRVING ST|LINESTRING (-122.47832482115133 37.765399135801346, -122.47819082575279 37.763514758153356)
1006000|./out/14TOC-3808.csv|20TH AVE|IRVING ST|JUDAH ST|LINESTRING (-122.47819082575279 37.763514758153356, -122.47806197653817 37.76165315771787)
1007000|./out/14TOC-3808.csv|20TH AVE|JUDAH ST|KIRKHAM ST|LINESTRING (-122.47806197653817 37.76165315771787, -122.47793668044616 37.75978449355117)
1008000|./out/14TOC-3808.csv|20TH AVE|KIRKHAM ST|LAWTON ST|LINESTRING (-122.47793668044616 37.75978449355117, -122.47780711553985 37.75791957471202)
1009000|./out/14TOC-3808.csv|20TH AVE|LAWTON ST|MORAGA ST|LINESTRING (-122.47780711553985 37.75791957471202, -122.47768021321268 37.756060578518856)
1010000|./out/14TOC-3808.csv|20TH AVE|MORAGA ST|NORIEGA ST|LINESTRING (-122.47768021321268 37.756060578518856, -122.47754850331556 37.754192711335264)
1011000|./out/14TOC-3808.csv|20TH AVE|NORIEGA ST|ORTEGA ST|LINESTRING (-122.47754850331556 37.754192711335264, -122.47741497812427 37.75232910256102)
1012000|./out/14TOC-3808.csv|20TH AVE|ORTEGA ST|PACHECO ST|LINESTRING (-122.47741497812427 37.75232910256102, -122.47728325206818 37.750462899862875)
1013000|./out/14TOC-3808.csv|20TH AVE|PACHECO ST|QUINTARA ST|LINESTRING (-122.47728325206818 37.750462899862875, -122.47715359622605 37.74859811008424)
1014000|./out/14TOC-3808.csv|20TH AVE|QUINTARA ST|RIVERA ST|LINESTRING (-122.47715359622605 37.74859811008424, -122.47702389036561 37.74673251752361)
1015000|./out/14TOC-3808.csv|20TH AVE|RIVERA ST|SANTIAGO ST|LINESTRING (-122.47702389036561 37.74673251752361, -122.47689560062307 37.74486944116167)
1079000|./out/14TOC-3808.csv|21ST AVE|LINCOLN WAY|IRVING ST|LINESTRING (-122.47939843027277 37.76535099317125, -122.47926651890837 37.76346741311236)
1080000|./out/14TOC-3808.csv|21ST AVE|IRVING ST|JUDAH ST|LINESTRING (-122.47926651890837 37.76346741311236, -122.47913615954872 37.76160591534898)
1081000|./out/14TOC-3808.csv|21ST AVE|JUDAH ST|KIRKHAM ST|LINESTRING (-122.47913615954872 37.76160591534898, -122.47900537065523 37.75973742249408)
1082000|./out/14TOC-3808.csv|21ST AVE|KIRKHAM ST|LAWTON ST|LINESTRING (-122.47900537065523 37.75973742249408, -122.47887451703737 37.75787260170708)
1083000|./out/14TOC-3808.csv|21ST AVE|LAWTON ST|MORAGA ST|LINESTRING (-122.47887451703737 37.75787260170708, -122.4787443724361 37.75601365432957)
1084000|./out/14TOC-3808.csv|21ST AVE|MORAGA ST|NORIEGA ST|LINESTRING (-122.4787443724361 37.75601365432957, -122.47861569438031 37.75414576761248)
1085000|./out/14TOC-3808.csv|21ST AVE|NORIEGA ST|ORTEGA ST|LINESTRING (-122.47861569438031 37.75414576761248, -122.47848606104498 37.75228187344441)
1086000|./out/14TOC-3808.csv|21ST AVE|ORTEGA ST|PACHECO ST|LINESTRING (-122.47848606104498 37.75228187344441, -122.47835384448886 37.75041569232989)
1087000|./out/14TOC-3808.csv|21ST AVE|PACHECO ST|QUINTARA ST|LINESTRING (-122.47835384448886 37.75041569232989, -122.47822416072836 37.74855090373323)
1088000|./out/14TOC-3808.csv|21ST AVE|QUINTARA ST|RIVERA ST|LINESTRING (-122.47822416072836 37.74855090373323, -122.47809442535653 37.74668525290018)
1089000|./out/14TOC-3808.csv|21ST AVE|RIVERA ST|SANTIAGO ST|LINESTRING (-122.47809442535653 37.74668525290018, -122.4779668207122 37.744822400060585)
1090000|./out/14TOC-3808.csv|21ST AVE|SANTIAGO ST|TARAVAL ST|LINESTRING (-122.4779668207122 37.744822400060585, -122.47783624307715 37.74295557249851)
|./out/14TOC-3808.csv|IRVING ST|20TH AVE|Intersection|
|./out/14TOC-3808.csv|IRVING ST|21ST AVE|Intersection|
|./out/14TOC-3808.csv|JUDAH ST|20TH AVE|Intersection|
|./out/14TOC-3808.csv|JUDAH ST|21ST AVE|Intersection|
|./out/14TOC-3808.csv|KIRKHAM ST|20TH AVE|Intersection|
|./out/14TOC-3808.csv|KIRKHAM ST|21ST AVE|Intersection|
|./out/14TOC-3808.csv|KIRKHAM ST|22ND AVE|Intersection|
|./out/14TOC-3808.csv|KIRKHAM ST|23RD AVE|Intersection|
|./out/14TOC-3808.csv|KIRKHAM ST|24TH AVE|Intersection|
|./out/14TOC-3808.csv|KIRKHAM ST|25TH AVE|Intersection|
|./out/14TOC-3808.csv|KIRKHAM ST|26TH AVE|Intersection|
|./out/14TOC-3808.csv|KIRKHAM ST|27TH AVE|Intersection|
|./out/14TOC-3808.csv|KIRKHAM ST|28TH AVE|Intersection|
7858000|./out/14TOC-3808.csv|KIRKHAM ST|20TH AVE|21ST AVE|LINESTRING (-122.47793668044616 37.75978449355117, -122.47900537065523 37.75973742249408)
7859000|./out/14TOC-3808.csv|KIRKHAM ST|21ST AVE|22ND AVE|LINESTRING (-122.47900537065523 37.75973742249408, -122.48007566958097 37.759690271439176)
7860000|./out/14TOC-3808.csv|KIRKHAM ST|22ND AVE|23RD AVE|LINESTRING (-122.48007566958097 37.759690271439176, -122.48114752391186 37.75964304213981)
7861000|./out/14TOC-3808.csv|KIRKHAM ST|23RD AVE|24TH AVE|LINESTRING (-122.48114752391186 37.75964304213981, -122.48222116265117 37.759595723492154)
7862000|./out/14TOC-3808.csv|KIRKHAM ST|24TH AVE|25TH AVE|LINESTRING (-122.48222116265117 37.759595723492154, -122.48329213327122 37.75954851384124)
7863000|./out/14TOC-3808.csv|KIRKHAM ST|25TH AVE|26TH AVE|LINESTRING (-122.48329213327122 37.75954851384124, -122.48436517174542 37.7595012019422)
7864000|./out/14TOC-3808.csv|KIRKHAM ST|26TH AVE|27TH AVE|LINESTRING (-122.48436517174542 37.7595012019422, -122.48543735396974 37.759453919009374)
7865000|./out/14TOC-3808.csv|KIRKHAM ST|27TH AVE|28TH AVE|LINESTRING (-122.48543735396974 37.759453919009374, -122.48651164034828 37.75940653315664)
7866000|./out/14TOC-3808.csv|KIRKHAM ST|28TH AVE|29TH AVE|LINESTRING (-122.48651164034828 37.75940653315664, -122.48757950106325 37.75935942069151)
|./out/14TOC-3808.csv|LAWTON ST|19TH AVE|Intersection|
|./out/14TOC-3808.csv|LAWTON ST|20TH AVE|Intersection|
|./out/14TOC-3808.csv|LAWTON ST|21ST AVE|Intersection|
8198000|./out/14TOC-3808.csv|LAWTON ST|18TH AVE|19TH AVE|LINESTRING (-122.47566586500963 37.75801377547703, -122.47668417716356 37.7579689817622)
8199000|./out/14TOC-3808.csv|LAWTON ST|19TH AVE|20TH AVE|LINESTRING (-122.47668417716356 37.7579689817622, -122.47780711553985 37.75791957471202)
|./out/14TOC-3808.csv|MORAGA ST|20TH AVE|Intersection|
|./out/14TOC-3808.csv|MORAGA ST|21ST AVE|Intersection|
|./out/14TOC-3808.csv|NORIEGA ST|20TH AVE|Intersection|
|./out/14TOC-3808.csv|NORIEGA ST|21ST AVE|Intersection|
|./out/14TOC-3808.csv|ORTEGA ST|20TH AVE|Intersection|
|./out/14TOC-3808.csv|ORTEGA ST|21ST AVE|Intersection|
|./out/14TOC-3808.csv|PACHECO ST|20TH AVE|Intersection|
|./out/14TOC-3808.csv|PACHECO ST|21ST AVE|Intersection|
10856000|./out/14TOC-3808.csv|QUINTARA ST|20TH AVE|21ST AVE|LINESTRING (-122.47715359622605 37.74859811008424, -122.47822416072836 37.74855090373323)
10857000|./out/14TOC-3808.csv|QUINTARA ST|21ST AVE|22ND AVE|LINESTRING (-122.47822416072836 37.74855090373323, -122.47929590630737 37.74850363625391)
10858000|./out/14TOC-3808.csv|QUINTARA ST|22ND AVE|23RD AVE|LINESTRING (-122.47929590630737 37.74850363625391, -122.48036841346023 37.7484563245775)
10859000|./out/14TOC-3808.csv|QUINTARA ST|23RD AVE|24TH AVE|LINESTRING (-122.48036841346023 37.7484563245775, -122.48144024357065 37.74840903252682)
10860000|./out/14TOC-3808.csv|QUINTARA ST|24TH AVE|25TH AVE|LINESTRING (-122.48144024357065 37.74840903252682, -122.48251425578353 37.74836163541463)
10861000|./out/14TOC-3808.csv|QUINTARA ST|25TH AVE|26TH AVE|LINESTRING (-122.48251425578353 37.74836163541463, -122.48358178997574 37.7483145132746)
10862000|./out/14TOC-3808.csv|QUINTARA ST|26TH AVE|27TH AVE|LINESTRING (-122.48358178997574 37.7483145132746, -122.48465366591232 37.74826719115925)
10863000|./out/14TOC-3808.csv|QUINTARA ST|27TH AVE|28TH AVE|LINESTRING (-122.48465366591232 37.74826719115925, -122.4857272477462 37.74821978276118)
10864000|./out/14TOC-3808.csv|QUINTARA ST|28TH AVE|29TH AVE|LINESTRING (-122.4857272477462 37.74821978276118, -122.48679318962661 37.74817270245574)
|./out/14TOC-3808.csv|QUINTARA ST|20TH AVE|Intersection|
|./out/14TOC-3808.csv|QUINTARA ST|22ND AVE|Intersection|
|./out/14TOC-3808.csv|QUINTARA ST|21ST AVE|Intersection|
|./out/14TOC-3808.csv|QUINTARA ST|24TH AVE|Intersection|
|./out/14TOC-3808.csv|QUINTARA ST|23RD AVE|Intersection|
|./out/14TOC-3808.csv|QUINTARA ST|25TH AVE|Intersection|
|./out/14TOC-3808.csv|QUINTARA ST|26TH AVE|Intersection|
|./out/14TOC-3808.csv|QUINTARA ST|27TH AVE|Intersection|
|./out/14TOC-3808.csv|QUINTARA ST|28TH AVE|Intersection|
|./out/14TOC-3808.csv|RIVERA ST|20TH AVE|Intersection|
|./out/14TOC-3808.csv|RIVERA ST|21ST AVE|Intersection|
|./out/14TOC-3808.csv|SANTIAGO ST|20TH AVE|Intersection|
|./out/14TOC-3808.csv|SANTIAGO ST|21ST AVE|Intersection|
1079000|./out/14TOC-3811.csv|21ST AVE|LINCOLN WAY|IRVING ST|LINESTRING (-122.47939843027277 37.76535099317125, -122.47926651890837 37.76346741311236)
1080000|./out/14TOC-3811.csv|21ST AVE|IRVING ST|JUDAH ST|LINESTRING (-122.47926651890837 37.76346741311236, -122.47913615954872 37.76160591534898)
1081000|./out/14TOC-3811.csv|21ST AVE|JUDAH ST|KIRKHAM ST|LINESTRING (-122.47913615954872 37.76160591534898, -122.47900537065523 37.75973742249408)
1082000|./out/14TOC-3811.csv|21ST AVE|KIRKHAM ST|LAWTON ST|LINESTRING (-122.47900537065523 37.75973742249408, -122.47887451703737 37.75787260170708)
1083000|./out/14TOC-3811.csv|21ST AVE|LAWTON ST|MORAGA ST|LINESTRING (-122.47887451703737 37.75787260170708, -122.4787443724361 37.75601365432957)
1084000|./out/14TOC-3811.csv|21ST AVE|MORAGA ST|NORIEGA ST|LINESTRING (-122.4787443724361 37.75601365432957, -122.47861569438031 37.75414576761248)
1085000|./out/14TOC-3811.csv|21ST AVE|NORIEGA ST|ORTEGA ST|LINESTRING (-122.47861569438031 37.75414576761248, -122.47848606104498 37.75228187344441)
1086000|./out/14TOC-3811.csv|21ST AVE|ORTEGA ST|PACHECO ST|LINESTRING (-122.47848606104498 37.75228187344441, -122.47835384448886 37.75041569232989)
1087000|./out/14TOC-3811.csv|21ST AVE|PACHECO ST|QUINTARA ST|LINESTRING (-122.47835384448886 37.75041569232989, -122.47822416072836 37.74855090373323)
1088000|./out/14TOC-3811.csv|21ST AVE|QUINTARA ST|RIVERA ST|LINESTRING (-122.47822416072836 37.74855090373323, -122.47809442535653 37.74668525290018)
1089000|./out/14TOC-3811.csv|21ST AVE|RIVERA ST|SANTIAGO ST|LINESTRING (-122.47809442535653 37.74668525290018, -122.4779668207122 37.744822400060585)
1090000|./out/14TOC-3811.csv|21ST AVE|SANTIAGO ST|TARAVAL ST|LINESTRING (-122.4779668207122 37.744822400060585, -122.47783624307715 37.74295557249851)
|./out/14TOC-3811.csv|IRVING ST|21ST AVE|Intersection|
|./out/14TOC-3811.csv|JUDAH ST|21ST AVE|Intersection|
|./out/14TOC-3811.csv|KIRKHAM ST|21ST AVE|Intersection|
|./out/14TOC-3811.csv|LAWTON ST|21ST AVE|Intersection|
|./out/14TOC-3811.csv|MORAGA ST|21ST AVE|Intersection|
|./out/14TOC-3811.csv|NORIEGA ST|21ST AVE|Intersection|
|./out/14TOC-3811.csv|ORTEGA ST|21ST AVE|Intersection|
|./out/14TOC-3811.csv|PACHECO ST|21ST AVE|Intersection|
|./out/14TOC-3811.csv|QUINTARA ST|21ST AVE|Intersection|
|./out/14TOC-3811.csv|RIVERA ST|21ST AVE|Intersection|
